Input,Output
What is the difference between canActivate and canActivateChild in Angular routing?,کونیی روٹنگ میں کینیکٹیویٹیٹ اور کینیٹی ویٹیٹیچلڈ کے درمیان کیا فرق ہے؟
How do you use the ActivatedRoute.data property in Angular routing?,آپ کونیی روٹنگ میں ایکٹیویٹیڈ روٹ ڈاٹ ڈیٹا پراپرٹی کو کس طرح استعمال کرتے ہیں؟
What is the purpose of the pathMatch property in Angular routing?,کونیی روٹنگ میں پاتھ میچ پراپرٹی کا مقصد کیا ہے؟
How do you use the ActivatedRoute.queryParamMap property in Angular routing?,آپ کونیی روٹنگ میں ایکٹیویٹیڈ راؤٹ۔ کوئیرپرمپ پراپرٹی کو کس طرح استعمال کرتے ہیں؟
What is the difference between [routerLink] and routerLinkActiveOptions in Angular routing?,کونیی روٹنگ میں [روٹر لنک] اور روٹر لنکیکٹیو آپشن کے درمیان کیا فرق ہے؟
How do you use the CanActivate interface with a service in Angular routing?,آپ کونیی روٹنگ میں سروس کے ساتھ کینیکٹیویٹ انٹرفیس کو کس طرح استعمال کرتے ہیں؟
What is the purpose of Route.children property in Angular routing?,کونیی روٹنگ میں روٹ۔ بچوں کی پراپرٹی کا مقصد کیا ہے؟
How do you use the Router.navigateByUrl() method with relative paths and queryParams in Angular routing?,آپ کونیی روٹنگ میں رشتہ دار راستوں اور استفسار پیرمز کے ساتھ روٹر ڈاٹ نیویگیٹ بائورل () کا طریقہ کس طرح استعمال کرتے ہیں؟
What is the difference between RouterModule.forChild() and RouterModule.forRoot() in Angular routing?,کونیی روٹنگ میں روٹر موڈول.فورائڈول () اور روٹرموڈول.فوروٹ () کے درمیان کیا فرق ہے؟
How do you use the Router.events.subscribe() method to handle NavigationStart event in Angular routing?,کونیی روٹنگ میں نیویگیشن اسٹارٹ ایونٹ کو سنبھالنے کے لئے آپ راؤٹر.ایونس.سوبسکرائب () طریقہ کو کس طرح استعمال کرتے ہیں؟
What is the purpose of ActivatedRoute.url property in Angular routing?,کونیی روٹنگ میں ایکٹیویٹڈ راؤٹ.ورل پراپرٹی کا مقصد کیا ہے؟
How do you use the CanLoad interface with a function in Angular routing?,کونیی روٹنگ میں فنکشن کے ساتھ آپ کینلوڈ انٹرفیس کا استعمال کیسے کرتے ہیں؟
What is the difference between canActivate and canDeactivate in Angular routing?,کونیی روٹنگ میں کینیکٹیوٹیٹ اور کینڈی ایکٹیویٹیٹ کے درمیان کیا فرق ہے؟
How do you use the Router.navigate() method with relative paths and fragment in Angular routing?,کونیی روٹنگ میں رشتہ دار راستوں اور ٹکڑے کے ساتھ آپ روٹر.نویگیٹ () طریقہ کو کس طرح استعمال کرتے ہیں؟
What is the purpose of RouterPreloader.noPreloading property in Angular routing?,کونیی روٹنگ میں روٹر پرلوڈر کا مقصد کیا ہے؟
How do you use the Router.navigate() method with extras option in Angular routing?,آپ کونیی روٹنگ میں ایکسٹرا آپشن کے ساتھ روٹر.نویگیٹ () طریقہ کو کس طرح استعمال کرتے ہیں؟
What is the difference between optional and required parameters in Angular routing?,کونیی روٹنگ میں اختیاری اور مطلوبہ پیرامیٹرز میں کیا فرق ہے؟
How do you use the Router.navigate() method with skipLocationChange property in Angular routing?,آپ کونیی روٹنگ میں اسکیپلوکیشن چینج پراپرٹی کے ساتھ روٹر ڈاٹ نیویگیٹ () طریقہ کس طرح استعمال کرتے ہیں؟
What is the purpose of the CanActivateChild.interface.ts file in Angular routing?,کونیی روٹنگ میں Canactivatechild.interface.ts فائل کا مقصد کیا ہے؟
How do you use the ActivatedRoute.fragment property in Angular routing?,آپ کونیی روٹنگ میں ایکٹیویٹیڈ روٹ۔ فریگمنٹ پراپرٹی کو کس طرح استعمال کرتے ہیں؟
What is the difference between Route and ActivatedRoute in Angular routing?,کونیی روٹنگ میں راستے اور ایکٹیویٹ روٹ کے درمیان کیا فرق ہے؟
How do you use the Router.navigate() method with replaceUrl option and fragment in Angular routing?,آپ کونیی روٹنگ میں تبدیل کرنے والے آپشن اور ٹکڑے کے ساتھ روٹر ڈاٹ نیویگیٹ () کا طریقہ کس طرح استعمال کرتے ہیں؟
What is the purpose of ActivatedRoute.outlet property in Angular routing?,کونیی روٹنگ میں ایکٹیویٹیٹ روٹ۔ آؤٹ لیٹ پراپرٹی کا مقصد کیا ہے؟
How do you use the CanActivate interface with multiple guards in Angular routing?,آپ کونیی روٹنگ میں ایک سے زیادہ محافظوں کے ساتھ کین ایکٹیویٹ انٹرفیس کا استعمال کیسے کرتے ہیں؟
css,سی ایس ایس
What is the box model in CSS?,سی ایس ایس میں باکس ماڈل کیا ہے؟
Explain the difference between padding and margin in CSS.,سی ایس ایس میں بھرتی اور مارجن کے درمیان فرق کی وضاحت کریں۔
How would you center an element horizontally and vertically in CSS?,آپ سی ایس ایس میں افقی اور عمودی طور پر کسی عنصر کو کس طرح مرکز بنائیں گے؟
What is the difference between display: none and visibility: hidden in CSS?,ڈسپلے کے درمیان کیا فرق ہے: کوئی نہیں اور مرئیت: سی ایس ایس میں پوشیدہ ہے؟
Explain the float property in CSS and how it works.,سی ایس ایس میں فلوٹ پراپرٹی کی وضاحت کریں اور یہ کیسے کام کرتا ہے۔
How would you create a responsive navigation menu using CSS?,آپ سی ایس ایس کا استعمال کرتے ہوئے نیویگیشن مینو کو کس طرح بنائیں گے؟
What is the purpose of the clear property in CSS?,سی ایس ایس میں واضح جائیداد کا مقصد کیا ہے؟
Explain how the z-index property works in CSS.,وضاحت کریں کہ سی ایس ایس میں زیڈ انڈیکس پراپرٹی کس طرح کام کرتی ہے۔
What is the difference between class and ID selectors in CSS?,سی ایس ایس میں کلاس اور آئی ڈی سلیکٹرز میں کیا فرق ہے؟
How can you create a gradient background using CSS?,آپ سی ایس ایس کا استعمال کرتے ہوئے تدریجی پس منظر کیسے بنا سکتے ہیں؟
What is the difference between em and rem units in CSS?,سی ایس ایس میں EM اور REM یونٹوں میں کیا فرق ہے؟
How would you add custom fonts to your CSS project?,آپ اپنے سی ایس ایس پروجیکٹ میں کسٹم فونٹ کیسے شامل کریں گے؟
What is the difference between absolute and relative positioning in CSS?,سی ایس ایس میں مطلق اور رشتہ دار پوزیشننگ میں کیا فرق ہے؟
How can you create a dropdown menu using CSS?,آپ سی ایس ایس کا استعمال کرتے ہوئے ڈراپ ڈاؤن مینو کیسے بنا سکتے ہیں؟
Explain how the :hover pseudo-class works in CSS.,وضاحت کریں کہ کس طرح: ہوور سیڈو کلاس سی ایس ایس میں کام کرتا ہے۔
What is the difference between the font-weight and font-style properties in CSS?,سی ایس ایس میں فونٹ وزن اور فونٹ طرز کی خصوصیات میں کیا فرق ہے؟
How can you create a sticky footer using CSS?,آپ سی ایس ایس کا استعمال کرتے ہوئے ایک چپچپا فوٹر کیسے بنا سکتے ہیں؟
What is the difference between a block-level element and an inline element in CSS?,سی ایس ایس میں بلاک سطح کے عنصر اور ان لائن عنصر میں کیا فرق ہے؟
How would you create a responsive grid layout using CSS only?,آپ صرف سی ایس ایس کا استعمال کرتے ہوئے ایک ذمہ دار گرڈ لے آؤٹ کیسے بنائیں گے؟
Explain how the flexbox layout works in CSS.,وضاحت کریں کہ سی ایس ایس میں فلیکس باکس لے آؤٹ کیسے کام کرتا ہے۔
What is the difference between Bootstrap and TailwindCSS?,بوٹسٹریپ اور ٹیل ونڈکس میں کیا فرق ہے؟
How can you customize the color palette in Bootstrap or TailwindCSS?,آپ بوٹسٹریپ یا ٹیل ونڈکس میں رنگین پیلیٹ کو کس طرح اپنی مرضی کے مطابق بنا سکتے ہیں؟
How would you resize images in Bootstrap or TailwindCSS?,آپ بوٹسٹریپ یا ٹیل ونڈکس میں تصاویر کا سائز کس طرح بنائیں گے؟
What is the purpose of the container class in Bootstrap?,بوٹسٹریپ میں کنٹینر کلاس کا مقصد کیا ہے؟
How can you use the grid system in Bootstrap to create a responsive layout?,جوابدہ ترتیب بنانے کے لئے آپ بوٹسٹریپ میں گرڈ سسٹم کو کس طرح استعمال کرسکتے ہیں؟
What is the difference between a container and a container-fluid class in Bootstrap?,بوٹسٹریپ میں کنٹینر اور کنٹینر فلوڈ کلاس میں کیا فرق ہے؟
How can you create a navbar using Bootstrap?,آپ بوٹسٹریپ کا استعمال کرتے ہوئے نوبار کیسے بنا سکتے ہیں؟
How would you add icons to your Bootstrap project?,آپ اپنے بوٹسٹریپ پروجیکٹ میں شبیہیں کیسے شامل کریں گے؟
What is the difference between a form-group and a form-control class in Bootstrap?,
How can you customize the typography in TailwindCSS?,آپ ٹیل ونڈکس میں نوع ٹائپ کو کس طرح اپنی مرضی کے مطابق بنا سکتے ہیں؟
What is the purpose of utility classes in TailwindCSS?,ٹیل ونڈکس میں یوٹیلیٹی کلاسوں کا مقصد کیا ہے؟
How can you create a responsive grid layout using TailwindCSS?,آپ ٹیل ونڈ سی ایس کا استعمال کرتے ہوئے ایک ذمہ دار گرڈ لے آؤٹ کیسے بناسکتے ہیں؟
Explain how the spacing system works in TailwindCSS.,وضاحت کریں کہ فاصلہ طے کرنے کا نظام ٹیل ونڈکس میں کیسے کام کرتا ہے۔
How would you use TailwindCSS to create a navbar?,نوبار بنانے کے لئے آپ ٹیل ونڈکس کو کس طرح استعمال کریں گے؟
